fact_key,time_key,workout_key,nutrition_key,user_id,total_steps,total_calories,very_active_minutes,sedentary_minutes,resting_heart_rate,sleep_duration_min,workout_type,protein_g,carbs_g,fat_g,nutrition_calories,is_high_protein,is_poultry,is_vegetarian,full_date,pca_1,pca_2,pca_3,pca_4,pca_5,cluster,recovery_ready,recovery_ready_next
22,2,3381,2,1503960366,10735,1797,21,776,62.78843159065629,432,Exercise 1,20.630000000000003,68.05000000000001,27.08,598.44,False,False,True,2016-04-13,-9.489463344171575,-3.4476798712396266,0.4184508108523233,1.2726074060516492,-0.18943655344140728,2,0,0.0
23,2,770,2,1503960366,10735,1797,21,776,62.78843159065629,235,Exercise 2,20.630000000000003,68.05000000000001,27.08,598.44,False,False,True,2016-04-13,-9.489463344171575,-3.4476798712396266,0.4184508108523233,1.2726074060516492,-0.18943655344140728,2,0,1.0
24,2,2392,2,1503960366,10735,1797,21,776,62.78843159065629,630,Exercise 5,20.630000000000003,68.05000000000001,27.08,598.44,False,False,True,2016-04-13,-9.489463344171575,-3.4476798712396266,0.4184508108523233,1.2726074060516492,-0.18943655344140728,2,1,1.0
25,2,1516,2,1503960366,10735,1797,21,776,62.78843159065629,451,Exercise 6,20.630000000000003,68.05000000000001,27.08,598.44,False,False,True,2016-04-13,-9.489463344171575,-3.4476798712396266,0.4184508108523233,1.2726074060516492,-0.18943655344140728,2,1,0.0
26,2,3486,2,1503960366,10735,1797,21,776,62.78843159065629,447,Exercise 8,20.630000000000003,68.05000000000001,27.08,598.44,False,False,True,2016-04-13,-9.489463344171575,-3.4476798712396266,0.4184508108523233,1.2726074060516492,-0.18943655344140728,2,0,1.0
27,2,2854,2,1503960366,10735,1797,21,776,62.78843159065629,531,Exercise 5,20.630000000000003,68.05000000000001,27.08,598.44,False,False,True,2016-04-13,-9.489463344171575,-3.4476798712396266,0.4184508108523233,1.2726074060516492,-0.18943655344140728,2,1,1.0
28,3,2434,3,1503960366,10460,1776,30,1218,62.78843159065629,545,Exercise 3,24.2,49.17,56.96,806.12,False,False,True,2016-04-14,-9.489463344171575,-3.4476798712396266,0.4184508108523233,1.2726074060516492,-0.18943655344140728,2,1,0.0
29,3,1216,3,1503960366,10460,1776,30,1218,62.78843159065629,445,Exercise 6,24.2,49.17,56.96,806.12,False,False,True,2016-04-14,-9.489463344171575,-3.4476798712396266,0.4184508108523233,1.2726074060516492,-0.18943655344140728,2,0,0.0
30,3,956,3,1503960366,10460,1776,30,1218,62.78843159065629,291,Exercise 2,24.2,49.17,56.96,806.12,False,False,True,2016-04-14,-9.489463344171575,-3.4476798712396266,0.4184508108523233,1.2726074060516492,-0.18943655344140728,2,0,1.0
31,3,2325,3,1503960366,10460,1776,30,1218,62.78843159065629,535,Exercise 9,24.2,49.17,56.96,806.12,False,False,True,2016-04-14,-9.489463344171575,-3.4476798712396266,0.4184508108523233,1.2726074060516492,-0.18943655344140728,2,1,0.0
32,3,1185,3,1503960366,10460,1776,30,1218,62.78843159065629,441,Exercise 8,24.2,49.17,56.96,806.12,False,False,True,2016-04-14,-9.489463344171575,-3.4476798712396266,0.4184508108523233,1.2726074060516492,-0.18943655344140728,2,0,0.0
33,3,460,3,1503960366,10460,1776,30,1218,62.78843159065629,384,Exercise 8,24.2,49.17,56.96,806.12,False,False,True,2016-04-14,-9.489463344171575,-3.4476798712396266,0.4184508108523233,1.2726074060516492,-0.18943655344140728,2,0,0.0
34,3,3386,3,1503960366,10460,1776,30,1218,62.78843159065629,357,Exercise 4,24.2,49.17,56.96,806.12,False,False,True,2016-04-14,-9.489463344171575,-3.4476798712396266,0.4184508108523233,1.2726074060516492,-0.18943655344140728,2,0,1.0
35,3,22,3,1503960366,10460,1776,30,1218,62.78843159065629,477,Exercise 9,24.2,49.17,56.96,806.12,False,False,True,2016-04-14,-9.489463344171575,-3.4476798712396266,0.4184508108523233,1.2726074060516492,-0.18943655344140728,2,1,0.0
36,3,2301,3,1503960366,10460,1776,30,1218,62.78843159065629,423,Exercise 2,24.2,49.17,56.96,806.12,False,False,True,2016-04-14,-9.489463344171575,-3.4476798712396266,0.4184508108523233,1.2726074060516492,-0.18943655344140728,2,0,1.0
37,3,748,3,1503960366,10460,1776,30,1218,62.78843159065629,508,Exercise 5,24.2,49.17,56.96,806.12,False,False,True,2016-04-14,-9.489463344171575,-3.4476798712396266,0.4184508108523233,1.2726074060516492,-0.18943655344140728,2,1,1.0
38,3,2905,3,1503960366,10460,1776,30,1218,62.78843159065629,472,Exercise 8,24.2,49.17,56.96,806.12,False,False,True,2016-04-14,-9.489463344171575,-3.4476798712396266,0.4184508108523233,1.2726074060516492,-0.18943655344140728,2,1,0.0
39,3,3633,3,1503960366,10460,1776,30,1218,62.78843159065629,424,Exercise 5,24.2,49.17,56.96,806.12,False,False,True,2016-04-14,-9.489463344171575,-3.4476798712396266,0.4184508108523233,1.2726074060516492,-0.18943655344140728,2,0,1.0
40,3,475,3,1503960366,10460,1776,30,1218,62.78843159065629,486,Exercise 1,24.2,49.17,56.96,806.12,False,False,True,2016-04-14,-9.489463344171575,-3.4476798712396266,0.4184508108523233,1.2726074060516492,-0.18943655344140728,2,1,0.0
41,4,1083,4,1503960366,9762,1745,29,726,62.78843159065629,412,Exercise 6,24.04,116.85,15.5,703.0600000000001,False,False,True,2016-04-15,-9.489463344171575,-3.4476798712396266,0.4184508108523233,1.2726074060516492,-0.18943655344140728,2,0,1.0
42,4,2559,4,1503960366,9762,1745,29,726,62.78843159065629,644,Exercise 10,24.04,116.85,15.5,703.0600000000001,False,False,True,2016-04-15,-9.489463344171575,-3.4476798712396266,0.4184508108523233,1.2726074060516492,-0.18943655344140728,2,1,1.0
43,4,3754,4,1503960366,9762,1745,29,726,62.78843159065629,475,Exercise 7,24.04,116.85,15.5,703.0600000000001,False,False,True,2016-04-15,-9.489463344171575,-3.4476798712396266,0.4184508108523233,1.2726074060516492,-0.18943655344140728,2,1,1.0
44,4,2048,4,1503960366,9762,1745,29,726,62.78843159065629,523,Exercise 1,24.04,116.85,15.5,703.0600000000001,False,False,True,2016-04-15,-9.489463344171575,-3.4476798712396266,0.4184508108523233,1.2726074060516492,-0.18943655344140728,2,1,1.0
45,4,3548,4,1503960366,9762,1745,29,726,62.78843159065629,452,Exercise 6,24.04,116.85,15.5,703.0600000000001,False,False,True,2016-04-15,-9.489463344171575,-3.4476798712396266,0.4184508108523233,1.2726074060516492,-0.18943655344140728,2,1,0.0
46,4,2748,4,1503960366,9762,1745,29,726,62.78843159065629,424,Exercise 8,24.04,116.85,15.5,703.0600000000001,False,False,True,2016-04-15,-9.489463344171575,-3.4476798712396266,0.4184508108523233,1.2726074060516492,-0.18943655344140728,2,0,1.0
47,4,976,4,1503960366,9762,1745,29,726,62.78843159065629,465,Exercise 10,24.04,116.85,15.5,703.0600000000001,False,False,True,2016-04-15,-9.489463344171575,-3.4476798712396266,0.4184508108523233,1.2726074060516492,-0.18943655344140728,2,1,1.0
48,4,1807,4,1503960366,9762,1745,29,726,62.78843159065629,499,Exercise 5,24.04,116.85,15.5,703.0600000000001,False,False,True,2016-04-15,-9.489463344171575,-3.4476798712396266,0.4184508108523233,1.2726074060516492,-0.18943655344140728,2,1,0.0
49,4,190,4,1503960366,9762,1745,29,726,62.78843159065629,337,Exercise 10,24.04,116.85,15.5,703.0600000000001,False,False,True,2016-04-15,-9.489463344171575,-3.4476798712396266,0.4184508108523233,1.2726074060516492,-0.18943655344140728,2,0,0.0
50,4,3006,4,1503960366,9762,1745,29,726,62.78843159065629,253,Exercise 3,24.04,116.85,15.5,703.0600000000001,False,False,True,2016-04-15,-9.489463344171575,-3.4476798712396266,0.4184508108523233,1.2726074060516492,-0.18943655344140728,2,0,0.0
51,4,2735,4,1503960366,9762,1745,29,726,62.78843159065629,377,Exercise 7,24.04,116.85,15.5,703.0600000000001,False,False,True,2016-04-15,-9.489463344171575,-3.4476798712396266,0.4184508108523233,1.2726074060516492,-0.18943655344140728,2,0,0.0
52,4,3006,4,1503960366,9762,1745,29,726,62.78843159065629,392,Exercise 3,24.04,116.85,15.5,703.0600000000001,False,False,True,2016-04-15,-9.489463344171575,-3.4476798712396266,0.4184508108523233,1.2726074060516492,-0.18943655344140728,2,0,0.0
53,4,563,4,1503960366,9762,1745,29,726,62.78843159065629,391,Exercise 4,24.04,116.85,15.5,703.0600000000001,False,False,True,2016-04-15,-9.489463344171575,-3.4476798712396266,0.4184508108523233,1.2726074060516492,-0.18943655344140728,2,0,0.0
54,4,1900,4,1503960366,9762,1745,29,726,62.78843159065629,370,Exercise 4,24.04,116.85,15.5,703.0600000000001,False,False,True,2016-04-15,-9.489463344171575,-3.4476798712396266,0.4184508108523233,1.2726074060516492,-0.18943655344140728,2,0,0.0
55,4,3639,4,1503960366,9762,1745,29,726,62.78843159065629,377,Exercise 9,24.04,116.85,15.5,703.0600000000001,False,False,True,2016-04-15,-9.489463344171575,-3.4476798712396266,0.4184508108523233,1.2726074060516492,-0.18943655344140728,2,0,1.0
56,4,1268,4,1503960366,9762,1745,29,726,62.78843159065629,513,Exercise 9,24.04,116.85,15.5,703.0600000000001,False,False,True,2016-04-15,-9.489463344171575,-3.4476798712396266,0.4184508108523233,1.2726074060516492,-0.18943655344140728,2,1,0.0
57,4,2880,4,1503960366,9762,1745,29,726,62.78843159065629,363,Exercise 1,24.04,116.85,15.5,703.0600000000001,False,False,True,2016-04-15,-9.489463344171575,-3.4476798712396266,0.4184508108523233,1.2726074060516492,-0.18943655344140728,2,0,0.0
58,5,1529,5,1503960366,12669,1863,36,773,62.78843159065629,340,Exercise 6,15.31,92.26,20.75,617.03,False,False,True,2016-04-16,-9.489463344171575,-3.4476798712396266,0.4184508108523233,1.2726074060516492,-0.18943655344140728,1,0,1.0
59,5,3203,5,1503960366,12669,1863,36,773,62.78843159065629,524,Exercise 6,15.31,92.26,20.75,617.03,False,False,True,2016-04-16,-9.489463344171575,-3.4476798712396266,0.4184508108523233,1.2726074060516492,-0.18943655344140728,1,1,0.0
60,5,3557,5,1503960366,12669,1863,36,773,62.78843159065629,283,Exercise 3,15.31,92.26,20.75,617.03,False,False,True,2016-04-16,-9.489463344171575,-3.4476798712396266,0.4184508108523233,1.2726074060516492,-0.18943655344140728,1,0,0.0
61,5,647,5,1503960366,12669,1863,36,773,62.78843159065629,77,Exercise 4,15.31,92.26,20.75,617.03,False,False,True,2016-04-16,-9.489463344171575,-3.4476798712396266,0.4184508108523233,1.2726074060516492,-0.18943655344140728,1,0,1.0
62,5,2069,5,1503960366,12669,1863,36,773,62.78843159065629,506,Exercise 3,15.31,92.26,20.75,617.03,False,False,True,2016-04-16,-9.489463344171575,-3.4476798712396266,0.4184508108523233,1.2726074060516492,-0.18943655344140728,1,1,0.0
63,5,2889,5,1503960366,12669,1863,36,773,62.78843159065629,426,Exercise 8,15.31,92.26,20.75,617.03,False,False,True,2016-04-16,-9.489463344171575,-3.4476798712396266,0.4184508108523233,1.2726074060516492,-0.18943655344140728,1,0,1.0
64,5,2215,5,1503960366,12669,1863,36,773,62.78843159065629,462,Exercise 7,15.31,92.26,20.75,617.03,False,False,True,2016-04-16,-9.489463344171575,-3.4476798712396266,0.4184508108523233,1.2726074060516492,-0.18943655344140728,1,1,0.0
65,5,1298,5,1503960366,12669,1863,36,773,62.78843159065629,382,Exercise 2,15.31,92.26,20.75,617.03,False,False,True,2016-04-16,-9.489463344171575,-3.4476798712396266,0.4184508108523233,1.2726074060516492,-0.18943655344140728,1,0,1.0
66,5,2436,5,1503960366,12669,1863,36,773,62.78843159065629,651,Exercise 8,15.31,92.26,20.75,617.03,False,False,True,2016-04-16,-9.489463344171575,-3.4476798712396266,0.4184508108523233,1.2726074060516492,-0.18943655344140728,1,1,0.0
67,5,601,5,1503960366,12669,1863,36,773,62.78843159065629,406,Exercise 7,15.31,92.26,20.75,617.03,False,False,True,2016-04-16,-9.489463344171575,-3.4476798712396266,0.4184508108523233,1.2726074060516492,-0.18943655344140728,1,0,0.0
68,5,2364,5,1503960366,12669,1863,36,773,62.78843159065629,380,Exercise 9,15.31,92.26,20.75,617.03,False,False,True,2016-04-16,-9.489463344171575,-3.4476798712396266,0.4184508108523233,1.2726074060516492,-0.18943655344140728,1,0,0.0
69,5,2062,5,1503960366,12669,1863,36,773,62.78843159065629,357,Exercise 3,15.31,92.26,20.75,617.03,False,False,True,2016-04-16,-9.489463344171575,-3.4476798712396266,0.4184508108523233,1.2726074060516492,-0.18943655344140728,1,0,0.0
70,5,242,5,1503960366,12669,1863,36,773,62.78843159065629,79,Exercise 6,15.31,92.26,20.75,617.03,False,False,True,2016-04-16,-9.489463344171575,-3.4476798712396266,0.4184508108523233,1.2726074060516492,-0.18943655344140728,1,0,1.0
71,5,2042,5,1503960366,12669,1863,36,773,62.78843159065629,611,Exercise 5,15.31,92.26,20.75,617.03,False,False,True,2016-04-16,-9.489463344171575,-3.4476798712396266,0.4184508108523233,1.2726074060516492,-0.18943655344140728,1,1,1.0
72,6,2825,6,1503960366,9705,1728,38,539,62.78843159065629,700,Exercise 8,13.06,156.17000000000002,16.72,827.4000000000001,False,False,True,2016-04-17,-9.489463344171575,-3.4476798712396266,0.4184508108523233,1.2726074060516492,-0.18943655344140728,2,1,0.0
73,6,3418,6,1503960366,9705,1728,38,539,62.78843159065629,437,Exercise 2,13.06,156.17000000000002,16.72,827.4000000000001,False,False,True,2016-04-17,-9.489463344171575,-3.4476798712396266,0.4184508108523233,1.2726074060516492,-0.18943655344140728,2,0,1.0
74,6,2613,6,1503960366,9705,1728,38,539,62.78843159065629,556,Exercise 10,13.06,156.17000000000002,16.72,827.4000000000001,False,False,True,2016-04-17,-9.489463344171575,-3.4476798712396266,0.4184508108523233,1.2726074060516492,-0.18943655344140728,2,1,0.0
75,6,2946,6,1503960366,9705,1728,38,539,62.78843159065629,381,Exercise 3,13.06,156.17000000000002,16.72,827.4000000000001,False,False,True,2016-04-17,-9.489463344171575,-3.4476798712396266,0.4184508108523233,1.2726074060516492,-0.18943655344140728,2,0,1.0
76,6,1364,6,1503960366,9705,1728,38,539,62.78843159065629,619,Exercise 5,13.06,156.17000000000002,16.72,827.4000000000001,False,False,True,2016-04-17,-9.489463344171575,-3.4476798712396266,0.4184508108523233,1.2726074060516492,-0.18943655344140728,2,1,0.0
77,6,2140,6,1503960366,9705,1728,38,539,62.78843159065629,98,Exercise 6,13.06,156.17000000000002,16.72,827.4000000000001,False,False,True,2016-04-17,-9.489463344171575,-3.4476798712396266,0.4184508108523233,1.2726074060516492,-0.18943655344140728,2,0,1.0
78,6,1391,6,1503960366,9705,1728,38,539,62.78843159065629,591,Exercise 8,13.06,156.17000000000002,16.72,827.4000000000001,False,False,True,2016-04-17,-9.489463344171575,-3.4476798712396266,0.4184508108523233,1.2726074060516492,-0.18943655344140728,2,1,0.0
79,6,3004,6,1503960366,9705,1728,38,539,62.78843159065629,350,Exercise 2,13.06,156.17000000000002,16.72,827.4000000000001,False,False,True,2016-04-17,-9.489463344171575,-3.4476798712396266,0.4184508108523233,1.2726074060516492,-0.18943655344140728,2,0,1.0
80,6,1479,6,1503960366,9705,1728,38,539,62.78843159065629,549,Exercise 3,13.06,156.17000000000002,16.72,827.4000000000001,False,False,True,2016-04-17,-9.489463344171575,-3.4476798712396266,0.4184508108523233,1.2726074060516492,-0.18943655344140728,2,1,0.0
81,6,3500,6,1503960366,9705,1728,38,539,62.78843159065629,336,Exercise 9,13.06,156.17000000000002,16.72,827.4000000000001,False,False,True,2016-04-17,-9.489463344171575,-3.4476798712396266,0.4184508108523233,1.2726074060516492,-0.18943655344140728,2,0,0.0
82,6,2557,6,1503960366,9705,1728,38,539,62.78843159065629,427,Exercise 5,13.06,156.17000000000002,16.72,827.4000000000001,False,False,True,2016-04-17,-9.489463344171575,-3.4476798712396266,0.4184508108523233,1.2726074060516492,-0.18943655344140728,2,0,1.0
83,6,776,6,1503960366,9705,1728,38,539,62.78843159065629,525,Exercise 7,13.06,156.17000000000002,16.72,827.4000000000001,False,False,True,2016-04-17,-9.489463344171575,-3.4476798712396266,0.4184508108523233,1.2726074060516492,-0.18943655344140728,2,1,1.0
84,7,35,7,1503960366,13019,1921,42,1149,62.78843159065629,500,Exercise 8,44.93,57.540000000000006,45.3,817.5799999999999,False,True,False,2016-04-18,-9.489463344171575,-3.4476798712396266,0.4184508108523233,1.2726074060516492,-0.18943655344140728,1,1,0.0
85,7,2254,7,1503960366,13019,1921,42,1149,62.78843159065629,412,Exercise 6,44.93,57.540000000000006,45.3,817.5799999999999,False,True,False,2016-04-18,-9.489463344171575,-3.4476798712396266,0.4184508108523233,1.2726074060516492,-0.18943655344140728,1,0,1.0
86,7,3153,7,1503960366,13019,1921,42,1149,62.78843159065629,515,Exercise 7,44.93,57.540000000000006,45.3,817.5799999999999,False,True,False,2016-04-18,-9.489463344171575,-3.4476798712396266,0.4184508108523233,1.2726074060516492,-0.18943655344140728,1,1,0.0
87,7,1956,7,1503960366,13019,1921,42,1149,62.78843159065629,99,Exercise 8,44.93,57.540000000000006,45.3,817.5799999999999,False,True,False,2016-04-18,-9.489463344171575,-3.4476798712396266,0.4184508108523233,1.2726074060516492,-0.18943655344140728,1,0,0.0
88,7,1586,7,1503960366,13019,1921,42,1149,62.78843159065629,293,Exercise 1,44.93,57.540000000000006,45.3,817.5799999999999,False,True,False,2016-04-18,-9.489463344171575,-3.4476798712396266,0.4184508108523233,1.2726074060516492,-0.18943655344140728,1,0,1.0
89,7,3460,7,1503960366,13019,1921,42,1149,62.78843159065629,520,Exercise 7,44.93,57.540000000000006,45.3,817.5799999999999,False,True,False,2016-04-18,-9.489463344171575,-3.4476798712396266,0.4184508108523233,1.2726074060516492,-0.18943655344140728,1,1,1.0
90,7,3074,7,1503960366,13019,1921,42,1149,62.78843159065629,527,Exercise 3,44.93,57.540000000000006,45.3,817.5799999999999,False,True,False,2016-04-18,-9.489463344171575,-3.4476798712396266,0.4184508108523233,1.2726074060516492,-0.18943655344140728,1,1,1.0
91,7,1022,7,1503960366,13019,1921,42,1149,62.78843159065629,493,Exercise 2,44.93,57.540000000000006,45.3,817.5799999999999,False,True,False,2016-04-18,-9.489463344171575,-3.4476798712396266,0.4184508108523233,1.2726074060516492,-0.18943655344140728,1,1,0.0
92,7,3462,7,1503960366,13019,1921,42,1149,62.78843159065629,442,Exercise 8,44.93,57.540000000000006,45.3,817.5799999999999,False,True,False,2016-04-18,-9.489463344171575,-3.4476798712396266,0.4184508108523233,1.2726074060516492,-0.18943655344140728,1,0,0.0
93,7,2614,7,1503960366,13019,1921,42,1149,62.78843159065629,398,Exercise 4,44.93,57.540000000000006,45.3,817.5799999999999,False,True,False,2016-04-18,-9.489463344171575,-3.4476798712396266,0.4184508108523233,1.2726074060516492,-0.18943655344140728,1,0,0.0
94,8,1130,8,1503960366,15506,2035,50,775,62.78843159065629,304,Exercise 8,35.480000000000004,36.15,144.06,1583.06,False,False,True,2016-04-19,-9.489463344171575,-3.4476798712396266,0.4184508108523233,1.2726074060516492,-0.18943655344140728,1,0,1.0
95,8,3844,8,1503960366,15506,2035,50,775,62.78843159065629,498,Exercise 5,35.480000000000004,36.15,144.06,1583.06,False,False,True,2016-04-19,-9.489463344171575,-3.4476798712396266,0.4184508108523233,1.2726074060516492,-0.18943655344140728,1,1,1.0
96,8,1501,8,1503960366,15506,2035,50,775,62.78843159065629,465,Exercise 1,35.480000000000004,36.15,144.06,1583.06,False,False,True,2016-04-19,-9.489463344171575,-3.4476798712396266,0.4184508108523233,1.2726074060516492,-0.18943655344140728,1,1,0.0
97,8,703,8,1503960366,15506,2035,50,775,62.78843159065629,219,Exercise 8,35.480000000000004,36.15,144.06,1583.06,False,False,True,2016-04-19,-9.489463344171575,-3.4476798712396266,0.4184508108523233,1.2726074060516492,-0.18943655344140728,1,0,1.0
98,8,2450,8,1503960366,15506,2035,50,775,62.78843159065629,461,Exercise 10,35.480000000000004,36.15,144.06,1583.06,False,False,True,2016-04-19,-9.489463344171575,-3.4476798712396266,0.4184508108523233,1.2726074060516492,-0.18943655344140728,1,1,0.0
99,8,2778,8,1503960366,15506,2035,50,775,62.78843159065629,329,Exercise 3,35.480000000000004,36.15,144.06,1583.06,False,False,True,2016-04-19,-9.489463344171575,-3.4476798712396266,0.4184508108523233,1.2726074060516492,-0.18943655344140728,1,0,0.0
100,8,1580,8,1503960366,15506,2035,50,775,62.78843159065629,388,Exercise 7,35.480000000000004,36.15,144.06,1583.06,False,False,True,2016-04-19,-9.489463344171575,-3.4476798712396266,0.4184508108523233,1.2726074060516492,-0.18943655344140728,1,0,1.0
101,8,162,8,1503960366,15506,2035,50,775,62.78843159065629,457,Exercise 9,35.480000000000004,36.15,144.06,1583.06,False,False,True,2016-04-19,-9.489463344171575,-3.4476798712396266,0.4184508108523233,1.2726074060516492,-0.18943655344140728,1,1,0.0
102,8,202,8,1503960366,15506,2035,50,775,62.78843159065629,357,Exercise 8,35.480000000000004,36.15,144.06,1583.06,False,False,True,2016-04-19,-9.489463344171575,-3.4476798712396266,0.4184508108523233,1.2726074060516492,-0.18943655344140728,1,0,0.0
103,8,1982,8,1503960366,15506,2035,50,775,62.78843159065629,449,Exercise 10,35.480000000000004,36.15,144.06,1583.06,False,False,True,2016-04-19,-9.489463344171575,-3.4476798712396266,0.4184508108523233,1.2726074060516492,-0.18943655344140728,1,0,1.0
104,8,996,8,1503960366,15506,2035,50,775,62.78843159065629,465,Exercise 1,35.480000000000004,36.15,144.06,1583.06,False,False,True,2016-04-19,-9.489463344171575,-3.4476798712396266,0.4184508108523233,1.2726074060516492,-0.18943655344140728,1,1,1.0
105,8,2318,8,1503960366,15506,2035,50,775,62.78843159065629,476,Exercise 8,35.480000000000004,36.15,144.06,1583.06,False,False,True,2016-04-19,-9.489463344171575,-3.4476798712396266,0.4184508108523233,1.2726074060516492,-0.18943655344140728,1,1,1.0
